title,pdf_link
Attachment: Summary of CAAS challenge statistical analysis report February 2016 (Annex C) ,https://assets.publishing.service.gov.uk/media/5a80c86640f0b62305b8d1fc/DIO_FOI_2016_01758___Attachment_Summary_of_CAAS_challenge_Statistical_Analysis_report_February_2016__Annex_C_.pdf
Attachment: Energy survey data system rating criteria (Annex A),https://assets.publishing.service.gov.uk/media/5a7f93e340f0b62302690536/DIO_FOI_2016_01758___Attachment_energy_survey_data_system_rating_criteria__Annex_A_.pdf
Attachment: CAAS health and safety rating system (HHSRS) survey data (Annex A),https://assets.publishing.service.gov.uk/media/5a800d38ed915d74e622c2f2/DIO_FOI_2016_01758___Attachment_CAAS_Health_and_Safety_Rating_System__HHSRS__survey_data__Annex_A__Clear.pdf
Attachment: Map of CAAS (Annex B),https://assets.publishing.service.gov.uk/media/5a7f8379e5274a2e87db64df/DIO_FOI_2016_01758___Attachment_map_of_CAAS__Annex_B__Clear.pdf
Attachment: CAAS challenge statistical analysis estate breakdown (Annex C),https://assets.publishing.service.gov.uk/media/5a7f4d12ed915d74e6229a03/DIO_FOI_2016_01758___Attachment_CAAS_Challenge_statistical_analysis_Estate_breakdown__Annex_C__Clear.pdf
Attachment: CAAS challenge statistical analysis created and close flight path from 2015 to 2016 (Annex C),https://assets.publishing.service.gov.uk/media/5a80b9a5e5274a2e8ab51ce1/DIO_FOI_2016_01758___Attachment_CAAS_Challenge_statistical_analysis_Created_and_Close_Flight_Path_from_2015_to_2016__Annex_C__Clear.pdf
Attachment: CAAS challenge statistical analysis owner in CAAS of OST HSM (Annex C),https://assets.publishing.service.gov.uk/media/5a75be2ced915d506ee8127c/DIO_FOI_2016_01758___Attachment_CAAS_Challenge_statistical_analysis__DIO__owner_in_CAAS_of_OST_HSM__Annex_C__Clear.pdf
Attachment: CAAS challenge statistical analysis regional creation breakdown (Annex C),https://assets.publishing.service.gov.uk/media/5a803db6e5274a2e87db8ad6/DIO_FOI_2016_01758___Attachment_CAAS_Challenge_statistical_analysis_regional_creation_breakdown__Annex_C__Clear.pdf
Number of RAF Halton apprentices still serving,https://assets.publishing.service.gov.uk/media/5a8174a440f0b6230269766a/20160301-RAF-Halton-Apprentices-O.pdf
Request for documents about air traffic management and radar analysis,https://assets.publishing.service.gov.uk/media/5a7f87e7e5274a2e87db667b/20160203-UK_Air_Defence_Procedures.pdf
Status of HMS Endurance,https://assets.publishing.service.gov.uk/media/5a816289e5274a2e8ab53b4b/2016-01790_redacted_scanned.pdf
"Places visited whilst serving on HMS Gloucester, Cardiff, Leeds Castle and Nottingham",https://assets.publishing.service.gov.uk/media/5a7f253a40f0b6230268db6a/2016-02090_redacted_scanned.pdf
Request for DCI Gen 263/92 and Command Paper 2050 as presented to the U.K. Parliament on 20 Aug 1992,https://assets.publishing.service.gov.uk/media/5a8183b1e5274a2e87dbe09d/20160304-FOI2016-01733_Response_REDACTED.pdf
Attachment: Defence Council Instruction (DCI GEN 263/92),https://assets.publishing.service.gov.uk/media/5a7f9ff1ed915d74e33f790f/19920103-DCI_GEN_263.pdf
"Attachment: Command Paper 2050: The General Service Medal, 1962",https://assets.publishing.service.gov.uk/media/5a802779ed915d74e33f8c3d/Command_Paper_2050.pdf
"Full details of the remuneration package for Tony Douglas, Chief Executive of Defence Equipment and Support (DE&S)",https://assets.publishing.service.gov.uk/media/5a80d07ded915d74e623098b/20160216-FOI2016_01675_DES_CE_Pay_Package-redacted.pdf
Stock numbers of all types of land rovers for available at MOD disposal sites,https://assets.publishing.service.gov.uk/media/5a80524340f0b62302692d07/FOI2016-01251.pdf
Number of ACF officers over the age of 69 in the UK,https://assets.publishing.service.gov.uk/media/5a8153aae5274a2e87dbd049/20160224-FOI01339_Redacted__2_.pdf
Breakdown of money spent on bonuses in MDP from 2012/13 to 2015/16,https://assets.publishing.service.gov.uk/media/5a7f3c6ee5274a2e87db4a02/20160226_-_REDACTED_Reply_to_eCase_01521_RFI_4516_Re_Police_Expenses.pdf
Request for several documents relating to overpayment of flying pay (RRP(F)),https://assets.publishing.service.gov.uk/media/5a7f454ae5274a2e8ab4b293/20160202-FOI_RRP_F__generic_response.pdf
Attachment: Defence internal audit report: army - controls over the payment of flying pay (RRP(F)),https://assets.publishing.service.gov.uk/media/5a7f7eafed915d74e33f6c8c/20151113_DIA_Report_RRP_F__Final_dated_Jul_13_Redacted.pdf
Attachment: The pay warrant 1964 Army Code no 14173,https://assets.publishing.service.gov.uk/media/5a7f461140f0b6230268e810/1058_Army_Pay_Warrant_Redacted.pdf
Attachment: CDP DG Fin (DBS/SPV/CE/06/14) letter dated 18 June 2014 ref overpayment of recruiting and retention pay (flying) (RRP(F)) to army pilots,https://assets.publishing.service.gov.uk/media/5a802d05e5274a2e87db84b6/20140618_CDP_DG_Fin.pdf
"Attachment: DG Pers letter to CE SPVA dated 20 September 2013, ref overpayment of recruiting and retention pay (flying) (RRP(F)) to army pilots",https://assets.publishing.service.gov.uk/media/5a7f8da9e5274a2e87db68b8/20130920-RRP_F__Overpayment_Cover_Letter-R-DG_PERS_to_CE_SPV.pdf
Attachment: DG Pers covering letter to CE SPVA recomending write-off RRP(F) dated September 2013 including enclosures,https://assets.publishing.service.gov.uk/media/5a8018e5e5274a2e87db7d5d/DG_Pers_covering_letter_to_CE_SPVA_recomending_write-off_RRP_F__dated_September_2013.pdf
"Attachment: Flying pay, transition from pilot to aircraft commander",https://assets.publishing.service.gov.uk/media/5a75c63040f0b67f59fcf82b/20020121-Flying_Pay_Transition_from_Pilot_to_Ac-Comd-HQ_DAAv.pdf
Attachment: HQ DAAvn 2007 Letter FO transition to P1 Pilot Status 1 March 2007 with Annexes A and B,https://assets.publishing.service.gov.uk/media/5a7f6f5540f0b62305b87207/20070301-HQ_DAAvn_FP_Transition_to_P1_Pilot_Status_1_Mar_200.pdf
Attachment: HQ AAC letter to AG recommending write-off of RRP(F) dated April 2013,https://assets.publishing.service.gov.uk/media/5a74e202ed915d3c7d528b01/20130326_RRP_F__Overpayment_Case_WriteOff_Ltr_to_AG_draftV2_.pdf
Update on AAC RRP(F) issue as at 7 June 2013,https://assets.publishing.service.gov.uk/media/5a7f4fd0ed915d74e33f5a80/20130607-Regt_Col-RRP_F_-_SITREP-Jun13_redacted.pdf
"Attachment: AAC letter, commencement of flying pay dated 29 January 2003",https://assets.publishing.service.gov.uk/media/5a80e39f40f0b62305b8db77/Commencement_of_flying_pay_DCOS_DAAvn_letter_2003_redacted.pdf
Attachment: Regimental Col AAC open letter to the corps on overpayment of flying pay dated February 2012,https://assets.publishing.service.gov.uk/media/5a7f6781ed915d74e622a402/Regtl_Col_Letter_To_Pilots_Feb_2012_Redacted.pdf
Attachment: Transfer of pilot from army to RAF correspondence dated 28 October 2013,https://assets.publishing.service.gov.uk/media/5a806b11ed915d74e33fa509/20131028_RRP_F__Start_Date_-_Transfer_from_Army_to_RAF_Redac.pdf
Attachment: DDSPS note on regulations for flying pay 2001,https://assets.publishing.service.gov.uk/media/5a7557aa40f0b6360e4735b6/20151103_DDSPS_A_166RA_Dated__14_Sep_01_2.pdf
Attachment: HQ DAAvn letter on SP(F) Harmonisation dated 13 March 2008,https://assets.publishing.service.gov.uk/media/5a80d139ed915d74e33fc93f/20151103_SP_F__Harmonisation_HQ_DAAvn_Letter_dated_13_Mar_08.pdf
Attachment: Army pay warrant amendment dated October 2005,https://assets.publishing.service.gov.uk/media/5a804c5540f0b62302692ad1/20151103_Army_Pay_Warrant_Amend_75_Dtd_Oct_05.pdf
"Attachment: Flying pay, transition from P2 pilot to P1 aircraft commander status",https://assets.publishing.service.gov.uk/media/5a80b189e5274a2e87dbb49d/20070124-Flying_Pay_Transition_to_Aircraft_Commander_Status_.pdf
Attachment: Decision on application of RRP(F) from CTT completion dated 5 June 2013,https://assets.publishing.service.gov.uk/media/5a80c72440f0b62305b8d188/20130605_Commencement_Of_RRP_F__On_Completion_Of_CTT-PS10_A_.pdf
"Attachment: Annex B dated 18 February 2008, Chapter 6, Section 17 specialist pay (flying)",https://assets.publishing.service.gov.uk/media/5a815c7c40f0b62305b8e894/20080218-SP_F__Harmonisation-Annex_B-PS10_A__No_redactions-R.pdf
Attachment: Estoppel legal consideration note to CE SPVA dated 12 August 2013,https://assets.publishing.service.gov.uk/media/5a80e73e40f0b62305b8dcc4/20130812_HQ_AAC_Estoppel_Legal_Consideration_Note_to_CE_SPVA.pdf
Attachment: Estoppel legal consideration note to AD Legal dated 8 August 2014,https://assets.publishing.service.gov.uk/media/5a80cceee5274a2e8ab523cf/20130808_HQ_AAC_Estoppel_argument_for_write_off_of_GPD-Legal.pdf
Attachment: Correspondence dated 5 June 2015 regarding recovery of overpayment of RRP(F) ,https://assets.publishing.service.gov.uk/media/5a8023f7e5274a2e8ab4e6ab/20151204-20150605-RRP_F_-RECOVERY-CAAC_OS_-_Letter_to_SPS_FC.pdf
Attachment: Evolution of army flying pay from mid-80s to present day,https://assets.publishing.service.gov.uk/media/5a80d1f340f0b62305b8d545/20130820-History_of_Army_RRP_F__Redacted.pdf
Attachment: Correspondence dated 21 October 2015 regarding recovery of overpayment of RRP(F) to army pilots,https://assets.publishing.service.gov.uk/media/5a7f9f5c40f0b62305b88454/20151021-AAC_RRP_F__Overpayments_RAO_Direction_OS_Redacted.pdf
Attachment: VCDS letter dated 29 May 2014: Overpayment of recruiting and retention pay (flying) (RRP(F)),https://assets.publishing.service.gov.uk/media/5a7f8226e5274a2e8ab4c993/20140527-VCDS_RRPF_Overpayment_Note-OS-MADGPers-29_May_14Red.pdf
Attachment: Aviation crewman specialist pay letter dated 4 April 2007,https://assets.publishing.service.gov.uk/media/5a7f60ceed915d74e33f60f7/20070404-Aviation_Crewman_Spec_Pay_Redacted.pdf
Attachment: Submission of service complaint in relation to flying pay dated 18 March 2010,https://assets.publishing.service.gov.uk/media/5a81a5e2ed915d74e6233657/20100318-LM_on_Flying_Pay_Service_Compaint-PS10_A__Redacted.pdf
Attachment: Recruiting and retention pay (flying) (RRP(F)) situation report,https://assets.publishing.service.gov.uk/media/5a814b4aed915d74e33fd6a6/20121017_SP_F__SITREP_to_DAAvn_Redacted.pdf
Harmonisation of specialist pay (flying) letter dated 6 September 2007,https://assets.publishing.service.gov.uk/media/5a80b79040f0b623026951b7/20070906-SP_F__Harmonisation_HQ_DAAvn_Redacted.pdf
Request a copy of the Final Tender Assessment Panel report on Future Logistic Information Services (FLIS) contract,https://assets.publishing.service.gov.uk/media/5a80ed9940f0b62305b8df0c/FOI2016-01329.pdf
"Attachment: Future Logistic Information Services (FLIS) Project, main gate supporting papers, Bid evaulation: management report",https://assets.publishing.service.gov.uk/media/5a7f1199e5274a2e87db399f/FLIS_Bid_Evaluation_2016-01329.pdf
Request a copy of Board of Inquiry: accident involving Typhoon ZJ943 at China Lake on 23 April 2008,https://assets.publishing.service.gov.uk/media/5a814de5e5274a2e87dbce4a/20160302-FOI-2016-02374__2_.pdf
Attachment: Board of Inquiry: accident involving Typhoon ZJ943 at China Lake on 23 April 2008,https://assets.publishing.service.gov.uk/media/5a7f2898e5274a2e87db4261/20160301-Typhoon_ZJ943_BOI-final.pdf
Request for minutes of meetings of the Army Dress Committee (ADC) and technical specification documents,https://assets.publishing.service.gov.uk/media/5a8057e5ed915d74e622de82/20160226-FOI11871_Respone-O.pdf
"Attachment: Technical specification for insignia, buttons pins and titles manufactured from gliding metal, brass and nickel silver (Issue 13)",https://assets.publishing.service.gov.uk/media/5a74b640e5274a3f93b482fb/20140108-UKSC_5126_Iss_13-U.PDF
"Attachment: Technical specification for insignia, buttons pins and titles manufactured from gliding metal, brass and nickel silver (Issue 12)",https://assets.publishing.service.gov.uk/media/5a80749ced915d74e622e8d5/20131210-UKSC_5126_Iss_12-U.PDF
"Attachment: Technical specification for insignia, buttons pins and titles manufactured from gliding metal, brass and nickel silver (Issue 10)",https://assets.publishing.service.gov.uk/media/5a7f7e48ed915d74e33f6c67/20120828-UKSC_5126_Iss_10-U.PDF
"Attachment: Minutes of the 341st meeting of the Army Dress Committee, 18 November 2009",https://assets.publishing.service.gov.uk/media/5a7f8d46ed915d74e622b284/20091208-ADC_341-O.pdf
"Attachment: Minutes of the 323rd meeting of the Army Dress Committee, 24 October 2005",https://assets.publishing.service.gov.uk/media/5a80beb1e5274a2e87dbb930/20051111-ADC_323-O.pdf
Request for a copy of Transfer undertakings protection employment (TUPE) details for the Air Traffic Management services contract at Wattisham,https://assets.publishing.service.gov.uk/media/5a805942ed915d74e33f9e94/20160224-FOI01330_Redacted.pdf
Attachment: Transfer undertakings protection employment (TUPE) details for the Air Traffic Management services contract at Wattisham,https://assets.publishing.service.gov.uk/media/5a808d4b40f0b623026942c6/20160224-CS5D_TUPE_Employee_Spreadsheet-U_REDACTED.pdf
Various questions relating to Regional Chairman posts within the Air Cadet Organisation,https://assets.publishing.service.gov.uk/media/5a74df7ced915d502d6cbacb/20160301-FOI-ACO-Civilian-Pillar_Governance-O.pdf
Number of honorary members of the armed forces (civilians granted a commissioned (officer) rank),https://assets.publishing.service.gov.uk/media/5a803607e5274a2e8ab4ed4e/FOI2016_01737.pdf
Information on the Type 23 power generation and machinery unit (PGMU) contract,https://assets.publishing.service.gov.uk/media/5a804ddeed915d74e33f9a77/FOI2016-00121.pdf
Details of the armed forces redundancy packages in force for officers in the RAF from 1998 to 2015,https://assets.publishing.service.gov.uk/media/5a80e0d3ed915d74e33fcec4/Red_FOI2016_01772.pdf
"Attachment: Retirement, resignation, transfer to the reserve and relinquishment of commission, etc – officers (Queen’s Regulations: Chapter 38)",https://assets.publishing.service.gov.uk/media/5a7f664eed915d74e622a393/QRS_ch38.pdf
"Attachment: Service pensions, service invaliding pensions, service attributable pensions, terminal grants and gratuities – airmen (Queen’s Regulations: Chapter 39)",https://assets.publishing.service.gov.uk/media/5a800774e5274a2e87db76cb/QRs_ch39.pdf
 Attachment: Preserved benefits: officers and airmen resettlement grants (Queen’s Regulations: Chapter 40),https://assets.publishing.service.gov.uk/media/5a818cc6e5274a2e87dbe39f/QRs_ch40.pdf
"Attachment: Family pensions and gratuities to surviving spouses, surviving civil partners, surviving eligible partners and children of officers and airmen (Queen’s Regulations: Chapter 41)",https://assets.publishing.service.gov.uk/media/5a7f9bce40f0b62305b882ed/QRs_ch41.pdf
"Attachment: Half-pay, retired pay and payment of pensions (Queen’s Regulations: Chapter 42)",https://assets.publishing.service.gov.uk/media/5a802420ed915d74e622cb59/QRs_ch42.pdf
Attachment: Pensions increase (Queen’s Regulations: Chapter 43),https://assets.publishing.service.gov.uk/media/5a7f1360e5274a2e8ab49f5d/QRs_ch43.pdf
Attachment: Redundancy - compensation terms (Queen’s Regulations: Chapter 44),https://assets.publishing.service.gov.uk/media/5a8088dae5274a2e8ab50b27/QRs_Chapter_44.pdf
Number of reported cases of UFO or paranormal incidences,https://assets.publishing.service.gov.uk/media/5a7f6eaf40f0b6230268f76f/20160303_Reply_to_eCase_01713_RFI_50-16_Re_Cost_of_investigating_paranormal_activity.pdf
Details of fuel hedging and procurement,https://assets.publishing.service.gov.uk/media/5a7f8c7ded915d74e33f71e0/FOI2016-01249_-_Fuel_Hedging_and_procurement.pdf
MOD Summer and Autumn Budget figures 2015/16,https://assets.publishing.service.gov.uk/media/5a814e4eed915d74e6231874/FOI2016-01523_-_MOD_Summer_and_Autumn_Budget_Figures.pdf
Costs of training Libyan troops at Bassingbourn Barracks,https://assets.publishing.service.gov.uk/media/5a7f6793e5274a2e8ab4bfab/FOI2016-01770_-_Costs_for_training_Libyan_troops_at_Bassingbourn_Barracks.pdf
Details of MOD financial accounting software,https://assets.publishing.service.gov.uk/media/5a74f57740f0b6360e47238d/FOI2016-01892_-_MOD_financial_accounting_software.pdf
Copy of the Defence Internal Audit report: HOCS - MDP capability handling and management sickness,https://assets.publishing.service.gov.uk/media/5a8021f240f0b62305b89601/FOI2016-02034_-_HOCS_MDP_Capability_Handling_Sickness_Management_Report.pdf
Damage to MOD property at Bassingbourn Barracks,https://assets.publishing.service.gov.uk/media/5a7f33f540f0b6230268e123/FOI2015-04144_Damage_to_MOD_property_at_Bassingbourn_Barracks.pdf
The current status of Tornado GR1 airframes (serial numbers ZA409 and ZA474),https://assets.publishing.service.gov.uk/media/5a816e05ed915d74e6232385/FOI2016_01747_The_current_status_of_Tornado_GR1_airframes.pdf
Number of nuclear safety events recorded by the Nuclear Propulsion Project Team at HMNB Devonport from 2010 to 2015,https://assets.publishing.service.gov.uk/media/5a7f497ded915d74e33f57fe/FOI2015_09090.pdf
Request for army policy on empoying recruits with unspent criminal convictions,https://assets.publishing.service.gov.uk/media/5a80ebb9ed915d74e33fd284/20160226-FOI01401_76472-Redacted.pdf
"Attachment: Policy for the recruitment and enlistment/commissioning of personnel with criminal convictions (Army General Administrative Instructions: Volume 2, Chapter 41) ",https://assets.publishing.service.gov.uk/media/5a7f42ce40f0b6230268e6c1/20160219-FOI01401_76472_Recruitment_Policy_Convictions_OS-Policy.pdf
Number of medically discharged veterans in West Cumbria ,https://assets.publishing.service.gov.uk/media/5a758129e5274a1242c9ed62/FOI2016_01967_Redacted.pdf
Request for report into cancellation of Gibraltar summer camp,https://assets.publishing.service.gov.uk/media/5a747a51ed915d0e8e398834/20160301-FOI-ACO-Gibraltar-Summer-Camp-O.pdf
Attachment: Investigation in to the circumstances of the cancellation of an expedition to Gibraltar,https://assets.publishing.service.gov.uk/media/5a80b39040f0b62305b8ca92/20160301-FOI-ACO-Gibraltar_Summer-Camp-Attachment-O.pdf
Number of crimes and bullying incidents reported at the HMNB Clyde annually from 2013 to 2016,https://assets.publishing.service.gov.uk/media/5a80d91240f0b62305b8d7ca/20160226_REDACTED_Reply_letter_to_eCase_00862_RFI_38-16_Re_Crimes_and_bullying_at_HMNB_Clyde.pdf
Number of officers or ratings discharged from the Royal Navy following citizenship issues,https://assets.publishing.service.gov.uk/media/5a81715740f0b62305b8efac/FOI_2016-01826_-_Redacted.pdf
Number of unsolved and recorded crimes in each county in England from 1 January 2015 to 31 December 2015,https://assets.publishing.service.gov.uk/media/5a7f5a2de5274a2e8ab4ba8c/20160301_-_REDACTED_Reply_to__eCase_02028__RFI_58-16_Re_Total_number_of_unsolved_recorded_crimes_and_Number_of_MDP_on_a_county_by_county_basis.pdf
"Number of police vehicles involved in traffic collisions from financial years 2012/13, 2013/14, and 2014/15",https://assets.publishing.service.gov.uk/media/5a80b871e5274a2e8ab51c78/20160301_-_REDACTED_Reply_to_eCase_00174_RFI_0916_Re_Details_of_police_vehicles_involved_in_traffic_collisions.pdf
Information on homelessness policy for veterans,https://assets.publishing.service.gov.uk/media/5a80c54b40f0b62302695685/20160222-_FOI_2016-01412_Redacted.pdf
Request for copies of all information on the conduct of job evaluation process for the Royal Military Police and Royal Air Force Police,https://assets.publishing.service.gov.uk/media/5a80d8c2ed915d74e33fcbf3/20160223_FOI2016_01009_REDACTED.pdf
Attachment: Annex A to FOI2016/01009,https://assets.publishing.service.gov.uk/media/5a804ebd40f0b62302692bb7/Annex_A_to_FOI_01009_-_RMP-RAFP.pdf
"Attachment: Factor plan 1999, job evaluation for the armed forces",https://assets.publishing.service.gov.uk/media/5a7f69dded915d74e622a4ed/Factor_Plan_1999.pdf
Attachment: Job analysis questionnaire,https://assets.publishing.service.gov.uk/media/5a7f5d65ed915d74e33f5fb1/Job_Analysis_Questionnaire.pdf
Attachment: Guidance notes to questionnaire,https://assets.publishing.service.gov.uk/media/5a805c0ce5274a2e8ab4fb30/Guidance_Notes_to_Questionnaire.pdf
Attachment: Job evaluation explained,https://assets.publishing.service.gov.uk/media/5a8176f1ed915d74e6232693/Job_Evaluation_Explained.pdf
Cost to MOD and related departments for Newspaper Licensing Agency (NLA) or Copyright Licensing Agency (CLA) media licence 2013 to 2014 ,https://assets.publishing.service.gov.uk/media/5a817c1bed915d74e623284b/FOI201601719_Redacted.pdf
Information on the amount spent by the MOD on external recruitment agencies and headhunters,https://assets.publishing.service.gov.uk/media/5a81b82c40f0b62302698d1e/Re_FOI2016_01073.pdf
No approval of satanism or luciferianism as a religion has been issued by the Royal Navy,https://assets.publishing.service.gov.uk/media/5a7fa312ed915d74e33f7a52/20160222_-_2015-11679_Redacted.pdf
Information on who owns the pipelines and who has permission to remove the pipelines,https://assets.publishing.service.gov.uk/media/5a805aa6e5274a2e87db9564/20160216-FOI00783.pdf
Policy for management of individuals who are diagnosed with Hepatitis C whilst serving,https://assets.publishing.service.gov.uk/media/5a80823aed915d74e33fad5c/20160216_FOI01247_Hepatitis_policy.pdf
Information on the status of a patch of land at the former Chatham Dockyard which now sites the new ASDA Superstore,https://assets.publishing.service.gov.uk/media/5a80087e40f0b623026911b2/20160204-FOI00845.pdf
RAF Northolt CAP 232 aerodrome survey October 2015,https://assets.publishing.service.gov.uk/media/5a809007ed915d74e33fb227/20160204-FOI00270.pdf
Attachment: RAF Northolt CAP 232 aerodrome survey October 2015,https://assets.publishing.service.gov.uk/media/5a7f334040f0b62305b85b2c/20160204-FOI00270-Annex.pdf
Travel and subsistence expenses from October 2014 to September 2015,https://assets.publishing.service.gov.uk/media/5a7f6093e5274a2e8ab4bcfc/20151127-HOCS_T_and_S_expenses_from_Oct_14_to_Sep_15.pdf
Attachment: HOCS expenses,https://assets.publishing.service.gov.uk/media/5a747fa3ed915d0e8bf18c66/20151127-HOCSExpensesFOI2015_09990-O.xls
Attachment: Travel and subsistence expenses,https://assets.publishing.service.gov.uk/media/5a808afbed915d74e622f0fa/20151127-Copy_of_TS_Abbreviations.xls
Full maintenance history of Carillion maintained accommodation,https://assets.publishing.service.gov.uk/media/5a803a89ed915d74e622d3a3/20160216-FOI01071.pdf
Attachment: Annex A: Maintenance history,https://assets.publishing.service.gov.uk/media/5a7f5806ed915d74e6229e3d/20160216-FOI01071-Annex_A.pdf
"Attachment: Annex B: Maintenance history, visit notes",https://assets.publishing.service.gov.uk/media/5a808e34e5274a2e87dba7ad/20160216-FOI01071-Annex_B.pdf
Internal review response to memorandum of understanding between United Kingdom and United States of America ,https://assets.publishing.service.gov.uk/media/5a817b40e5274a2e8ab543a7/FOI2015-07978_-_Internal_Review_Response_to_MOU_between_UK_and_US.pdf
Attachment: Annex A: Memorandum of Understanding between the Department of Defense of the United States of America and Ministry of Defence of United Kingdom,https://assets.publishing.service.gov.uk/media/5a809238e5274a2e8ab50e8b/FOI2015-07978_-_Info_in_Scope_-_UK_USA_MOU_AFRICOM_Exchange_Officers.pdf
Attachment: Annex B: memorandum of understanding,https://assets.publishing.service.gov.uk/media/5a808066e5274a2e8ab50821/FOI2015-07978_-_Info_in_Scope_-_USAF_RAF_MOU.pdf
Asbestos register for Royal Naval Arms Depot Beith ,https://assets.publishing.service.gov.uk/media/5a80bfa040f0b62305b8cede/20160203-FOI00170.pdf
Attachment: Annex A: Asbestos register part 1 ,https://assets.publishing.service.gov.uk/media/5a802bb5ed915d74e622ce33/20160203-FOI00170-Annex_A_1_.pdf
Attachment: Annex A: Asbestos register part 2,https://assets.publishing.service.gov.uk/media/5a81508bed915d74e33fd876/20160203-FOI00170-Annex_A_2_.pdf
Attachment: Annex A: RM Condor 2014,https://assets.publishing.service.gov.uk/media/5a7f4513ed915d74e62296f1/20160203-FOI00170-Annex_A_Condor_1_.pdf
Attachment: Annex A: RM Condor 2015,https://assets.publishing.service.gov.uk/media/5a7f2d43ed915d74e33f4cde/20160203-FOI00170-Annex_A_Condor_2_.pdf
Attachment: Annex A: RM Condor: asbestos management: summary of area asbestos hazard sheets (issued 08 March 2010),https://assets.publishing.service.gov.uk/media/5a8027ede5274a2e8ab4e82d/20160203-FOI00170-Annex_A_Condor_Hazard.pdf
Attachment: Annex B: RNAD Beith,https://assets.publishing.service.gov.uk/media/5a8025d140f0b62305b89761/20160203-FOI00170-Annex_B.pdf
Full maintenance history of carillion maintained property,https://assets.publishing.service.gov.uk/media/5a80dbc640f0b62305b8d8c0/20160120-FOI00053.pdf
Annex: Damp and mould management summary,https://assets.publishing.service.gov.uk/media/5a81b266e5274a2e8ab555fc/20160120-FOI00053-Annex.pdf
"Details on the the maintenance of Medmenham estate, including all communual areas and community centres, services to roads, fencing, lighting and drainage",https://assets.publishing.service.gov.uk/media/5a7f8c8840f0b62305b87d16/20160119-FOI11864.pdf
Details of the military bases that will close as a result of the outcome of the Strategic Defence and Security Review 2015,https://assets.publishing.service.gov.uk/media/5a8063bde5274a2e87db9881/20160119-FOI11628.pdf
Information on charges raised by Defence Infrastructure Organisation (DIO) for a replacement garage door,https://assets.publishing.service.gov.uk/media/5a80d19de5274a2e8ab52578/20160114-FOI11739.pdf
"Details of buillding contractors the invitation to tender has been sent to for the St Georges Barracks, North Luffenham Project",https://assets.publishing.service.gov.uk/media/5a81a94f40f0b62305b90287/20160111-FOI00206.pdf
Cost that the Defence Infrastructure Organisation incurred for the Whitehall estate for financial year 2014/15,https://assets.publishing.service.gov.uk/media/5a817a35ed915d74e33fe6c1/20151215-FOI10964.pdf
MOD does not provide funding or grants to beagle packs,https://assets.publishing.service.gov.uk/media/5a8009aaed915d74e33f8132/20160127-FOI01067.pdf
Information on contract awarded to Leidos,https://assets.publishing.service.gov.uk/media/5a8183c640f0b62302697b97/FOI2016-01439.pdf
Information on SME action plan and scrutiny arrangements for acquisition projects ,https://assets.publishing.service.gov.uk/media/5a80bd4ced915d74e62302bf/FOI2016_02116__Information_on_SME_action_plan_and_scrutiny_arrangements_for_acquisition_projects.pdf
"Number of children under the age of 10 reported as victims of verbal, sexual and physical assault 2013 to 2015",https://assets.publishing.service.gov.uk/media/5a80618b40f0b623026932b1/20160219_-_REDACTED_Reply_to__eCase_01079__RFI_31-16_Re_Persons_aged_under_ten_reported_as_victims_of_verbal_sexual_and_physical_assault.pdf
Number of recorded rape and allegations of rape reported to MDP from 2013 to 2015,https://assets.publishing.service.gov.uk/media/5a7f716ce5274a2e8ab4c364/20160223_-_REDACTED_Reply_eCase_01516_RFI_4416_Re_Rape_Allegations.pdf
Request for information on hate crimes from 2011 to 2015,https://assets.publishing.service.gov.uk/media/5a7f5e2d40f0b62305b86b7e/20160223_-_Redacted_Reply_to_eCase_01343__RFI_40-15_Re_Hate_Crimes.pdf
Cost of Swedish vessel loaned to the Royal Navy,https://assets.publishing.service.gov.uk/media/5a81556d40f0b62305b8e63d/FOI_2016-00570Cost_of_Swedish_vessel_loaned_to_the_Royal_Navy.pdf
Information on army in education activities from 2014 to 2016,https://assets.publishing.service.gov.uk/media/5a80d7e1ed915d74e6230c3f/Army_In_Education_Activities_in_Scotland_in_2014_and_2015.pdf
Attachment: Information on army in education activities in 2015 and 2016,https://assets.publishing.service.gov.uk/media/5a804ef4e5274a2e87db911d/Army_In_Education_Events_Scotland_2015-2016.pdf
Number and information of crimes reported under Section 63 of the Criminal Justice and Immigration Act 2008,https://assets.publishing.service.gov.uk/media/5a805849ed915d74e622deaa/20160224-_Redacted_Reply_to_eCase_02016_RFI_57-16_Re_Number_of_crimes_reported_under_sectioin_63_of_the_Criminal_Justice_Immigratiion_Act_2008.pdf
Number of waivers and exemptions given by MAA to RAF Northolt in relation to the manual of aerodrome design and safeguarding (MADS),https://assets.publishing.service.gov.uk/media/5a7f180240f0b6230268d65a/2016020160224_-_FOI2016-01981_-_RAF_Northolt_Dispensations_-_RT.pdf
Number of persons over the age of 65 have been stopped and searched from January 2013 to December 2015,https://assets.publishing.service.gov.uk/media/5a8085f7ed915d74e33faeaa/20160224_-_Redacted_Reply_to__eCase_02102__RFI_69-16_Re_Over_65_stop_and_search_figures.pdf
Request for document LF/PSC/AG05/14 sustaining the service justice system and the army's administrative action process,https://assets.publishing.service.gov.uk/media/5a80a848e5274a2e8ab516a5/20160223-FOI11079_76169_Response-O.pdf
