title,pdf_link
Request for Dstl career level framework and information on pay scales (Annex A),https://assets.publishing.service.gov.uk/media/5a8188bd40f0b62305b8f781/07773.pdf
Number of days the Royal Navy’s Type 45 destroyers have spent docked in a UK port from April 2015 to April 2016 (Annex A),https://assets.publishing.service.gov.uk/media/5a8182c8ed915d74e6232a8c/07723.pdf
Medal entitlement for named officer,https://assets.publishing.service.gov.uk/media/5a800dfde5274a2e8ab4de9b/20160711-Flt_Lt_Cameron_WW2_Medal_Entitlement.pdf
Information on policing of anti-nuclear protest at Atomic Weapons Establishment (AWE) Burghfield in June 2016,https://assets.publishing.service.gov.uk/media/5a7f900ded915d74e622b37f/20160909_-_Redacted_Reply_to_eCase_07040__RFI_215-16_Re_Information_regarding_Anti-Nuclear_Protest_at_AWE_Burghfield_June_2016.pdf
Number of service personnel killed or injured participating in training exercises in the Brecon Beacons national park between April 2012 and June 2016,https://assets.publishing.service.gov.uk/media/5a80e88040f0b623026962ef/07719.pdf
Ministry of Defence policy on the London living wage ,https://assets.publishing.service.gov.uk/media/5a7f585740f0b62305b8693d/20160915-FOI-2016-08561-Redacted_Response.pdf
Details of operational and engineering incidents involving nuclear convoys from 1 January 2013 to 22 June 2016,https://assets.publishing.service.gov.uk/media/5a802f8c40f0b62305b89af0/Convoy_FOI_Scanning.pdf
Number of days on which RAF quick reaction alert Typhoon aircraft were launched from RAF Lossiemouth and RAF Coningsby 2014 to 2016,https://assets.publishing.service.gov.uk/media/5a7f97b7e5274a2e8ab4d1dc/20160905-FOI_08197.pdf
Information on RAF reservist personnel who served in Afghanistan from 2007 to 2009,https://assets.publishing.service.gov.uk/media/5a801ca040f0b62302691957/20160916-FOI2016-07833.pdf
Information on recruitment into 77th Brigade,https://assets.publishing.service.gov.uk/media/5a81abec40f0b62302698900/20160916-FOI07889_77565_77Bde_Recruitment-O.pdf
Information on fatalities within RAF search and rescue forces from 1941 to 2016,https://assets.publishing.service.gov.uk/media/5a80f3a8e5274a2e87dbcbde/FOI_7828_Redacted_Redacted.pdf
Number of airstrikes carried out by British forces in Iraq and Syria since the Parliamentary vote for military action in each country,https://assets.publishing.service.gov.uk/media/5a7f5cb3ed915d74e33f5f69/20160919-FOI2016_07926_Airstrikes_against_ISIS_in_Iraq_and_Syria.pdf
Information on rainwater readings following Short Granite detonation on 15 May 1957,https://assets.publishing.service.gov.uk/media/5a75afb640f0b67f59fced17/201509938.pdf
Number of visits to Gibraltar by nuclear submarines since 2011,https://assets.publishing.service.gov.uk/media/5a816ec4ed915d74e33fe2e4/FOI_2016-06302_-_Redacted.pdf
Request for current Official Duty Holder (ODH) tolerable and as low as reasonably possible (ALARP) statement for Lynx aircraft ,https://assets.publishing.service.gov.uk/media/5a7f418240f0b62305b86088/20160816-FOI07114_77429_Lynx_Safety-O.pdf
Information on the sale process for Brompton Road Tube Station ,https://assets.publishing.service.gov.uk/media/5a7f50abed915d74e6229b6e/20160817-FOI07568.pdf
No information held on maps in shapefile format,https://assets.publishing.service.gov.uk/media/5a7f2f3ced915d74e33f4da7/20160818-FOI07670.pdf
No information held on sale of car park at Beachley Point,https://assets.publishing.service.gov.uk/media/5a7f3cd7e5274a2e87db4a27/20160818-FOI07841.pdf
Request copy of report into death of a Royal Navy rating onboard HMS Fearless in 1967,https://assets.publishing.service.gov.uk/media/5a81acf540f0b62302698962/2016-07671_FOI.pdf
Number of remotely piloted aircraft system (RPAS) pilots diagnosed with PTSD and other mental health disorders since 2012,https://assets.publishing.service.gov.uk/media/5a7f0cafe5274a2e87db37ae/FOI2016-07364_-_RPAS_Pilots_Diagnosed_with_PTSD.pdf
Information on production contracts for Osprey Mk 4 body armour vests,https://assets.publishing.service.gov.uk/media/5a758ded40f0b6360e475008/20160823-FOI2016_07751_Osprey_contracts_publication-O.pdf
Figures for cyber-crime reporting and investigation 2015,https://assets.publishing.service.gov.uk/media/5a7f542640f0b62305b867a2/20160823_-_Redacted_Reply_to_eCase_007439__RFI_222-16_Re_MOD_Police_Cyber-Crime_Statistics.pdf
UK Hydrographic Office staff headcount and information on suppliers for temporary agency workers (Annex A),https://assets.publishing.service.gov.uk/media/5a7fa099ed915d74e622b9b2/20160822_FOI_07602_Response_redacted.pdf
Number of electronic devices seized and decrypted by the Ministry of Defence Police in 2015,https://assets.publishing.service.gov.uk/media/5a8170bded915d74e6232476/20160819_-_REDACTED__Responsse_to_eCase_07259_RFI_216-16_Re_Encrypted_computers_phones_electronic_devices_seized_and_decrypted_for_2015.pdf
Dstl staff headcount and information on suppliers for temporary agency workers ,https://assets.publishing.service.gov.uk/media/5a7f128a40f0b6230268d43e/2016-07628.pdf
Private sector companies paid £50 million or more by MOD in financial years 2005 to 2011 ,https://assets.publishing.service.gov.uk/media/5a7f40ab40f0b6230268e5fa/PUBLIC_1468846308.pdf
"Information on exercise carried out near Llandrisant, Wales on 25 and 26 February 2016 (Annex A)",https://assets.publishing.service.gov.uk/media/5a7505cc40f0b6397f35d0fb/20160516-FOI2016-03430_Exercise.pdf
Request copy of Joint Forces Command organisational chart,https://assets.publishing.service.gov.uk/media/5a8060cbed915d74e622e1bb/20160310-FOI2016-02161_JFC_Org_Chart.pdf
Number of personnel and cost of Joint information Activities Group (JIAG),https://assets.publishing.service.gov.uk/media/5a81a4cced915d74e33ff50b/20160316-FOI2016-02220_JIAG.pdf
Information on tender process for contract regarding provision of unarmed combat training ,https://assets.publishing.service.gov.uk/media/5a8018f6ed915d74e33f86e2/20160615-FOI2016-03769_ITT_contract.pdf
"Request for minutes and correspondence regarding the relocation of the Army Cadet Force and disposal of Bow Army Reserve Centre (Annex A, B and C)",https://assets.publishing.service.gov.uk/media/5a807037e5274a2e8ab50262/20160809-FOI06931.pdf
Information on disposal of land at Chalgrove Airfield,https://assets.publishing.service.gov.uk/media/5a816535e5274a2e87dbd668/20160803-FOI07434.pdf
Complaints regarding food supplied under the World Wide Food Supply Contract (WWFSC),https://assets.publishing.service.gov.uk/media/5a7f1f00e5274a2e87db3ec9/FOI2016-06442.pdf
Information on Royal Marines Police Troop pay details,https://assets.publishing.service.gov.uk/media/5a75b0a7ed915d506ee80bfe/2016-07643_redacted_scanned.pdf
No information held on asbestos record for RAF Greenham Common,https://assets.publishing.service.gov.uk/media/5a74b4b940f0b619c8659c35/20160802-FOI06939.pdf
Number of empty properties owned or leased by MOD,https://assets.publishing.service.gov.uk/media/5a808c8540f0b62305b8bcb8/20160815-FOI07336.pdf
Number of serving members of the armed forces investigated for sexual offences from 2013 to 2015,https://assets.publishing.service.gov.uk/media/5a7f5227e5274a2e87db5236/20160816-FOI2016_07232-Sexual_Offence_Investigations.pdf
Information on the role of specialists in the Royal Marines and entry qualifications,https://assets.publishing.service.gov.uk/media/5a7f8a8240f0b62305b87c55/FOI-2016-07099_-_Redacted.pdf
"Royal Navy Bomb Disposal team call-outs to unexploded devices in Aberdeen, Aberdeenshire, Moray, the Highlands and Islands from 2011 to 2016",https://assets.publishing.service.gov.uk/media/5a805ffb40f0b62302693226/FOI_2016-07105_-_Redacted.pdf
"Request for extracts of electronic learning material, containing specific terms, for non officer RAF basic training at RAF Halton and initial officer training at RAF Cranwell (Annex A) ",https://assets.publishing.service.gov.uk/media/5a80945540f0b62302694547/20160517-FOI_04592_04595.pdf
Request for information on architects report on staircase conducted on 11 February 2016,https://assets.publishing.service.gov.uk/media/5a7f44ca40f0b62305b861ce/DIO_FOI_2016_05705___Request_for_information_on_architects_report_on_staircase_conducted_on_11_February_2016.pdf
No Information held by MOD on asbestos in departmental buildings,https://assets.publishing.service.gov.uk/media/5a7f5e4740f0b6230268f134/DIO_FOI_2016_04907___No_Information_held_by_MOD_on_asbestos_in_departmental_buildings.pdf
"Contractual payment schedule of the sale and loan of E Block, MOD Ensleigh, Bath to Skanska from 2012 to 2013",https://assets.publishing.service.gov.uk/media/5a7f1fd440f0b6230268d949/DIO_FOI_2016_05798___Information_on_contractual_payment_schedule_of_the_sale_and_loan_of_E_Block__MOD_Ensleigh__Bath_to_Skanska_development_UK_from_2012_to_2013.pdf
Information on the amount spent by MOD on construction and the proportion attributed to DIO in Financial year 2013 to 2014,https://assets.publishing.service.gov.uk/media/5a80ad76ed915d74e33fbc89/DIO_FOI_2016_06436___Information_on_DIO_assets_and_amount_spent_on_construction_by_the_MOD_in_Financial_year_2013_to_2014.pdf
Information on Royal Navy Entry Recruitment Test (RT) for Seaman Apprentice from 2015 to 2016 ,https://assets.publishing.service.gov.uk/media/5a7f40a9e5274a2e8ab4b0db/Navy_FOI_2016_07382___Information_on_Royal_Navy_Entry_Recruitment_Test__RT__for_Seaman_Apprentice_from_2015_to_2016_and_RT_scores_retaking.pdf
"Information on the breakdown of refurbishment figures for Kneller Hall, Whitton enclosed at (Annex A)",https://assets.publishing.service.gov.uk/media/5a758f15e5274a545822c759/DIO_FOI_2016_06511___Information_on_the_breakdown_of_refurbishment_figures_for_Kneller_Hall__Whitton_enclosed_at__Annex_A_.pdf
"Contract information for electricity, gas and water suppliers to MOD ",https://assets.publishing.service.gov.uk/media/5a816d8640f0b62305b8ee63/DIO_FOI_2016_03883___Contract_information_for_electricity__gas_and_water_suppliers_to_MOD_enclosed_at__Annex_A__B_and_C_.pdf
"Information on lease for The Yard at Ladysmith Square, Longmoor Camp, Hampshire",https://assets.publishing.service.gov.uk/media/5a81795fe5274a2e8ab54300/DIO_FOI_2016_06473___Information_on_lease_for_The_Yard_at_Ladysmith_Square__Longmoor_Camp__Hampshire_enclosed_at__Annex_A__from_2013.pdf
Information on Natural England (NE) designated site Tweseldown racecourse as a site of special scientific interest (SSSI) in Bourley and Long Valley,https://assets.publishing.service.gov.uk/media/5a74e5c540f0b65c0e845612/DIO_FOI_2016_04833___Information_on_Natural_England__NE__designated_site_Tweseldown_Racecourse_as_a_site_of_special_scientific_interest__SSSI__in_Bourley_and_Long_Valley_attached__Annex_A_.pdf
Information on cost and contract of property with Mears Group,https://assets.publishing.service.gov.uk/media/5a815d55e5274a2e87dbd3b2/DIO_FOI_2016_06687___Information_on_cost_and_contract_of_property_with_Mears_Group.pdf
The companies tender process for Development Managers on the Prince Philip Barracks and Pre Qualification Questionnaire (PQQ) (Annex A),https://assets.publishing.service.gov.uk/media/5a809cae40f0b62305b8c298/DIO_FOI_2016_06628___The_companies_tender_process_for_Development_Managers_on_the_Prince_Philip_Barracks_and_Pre_Qualification_Questionnaire__PQQ___Annex_A_.pdf
Maintenance work carried out by Carillion Amey under the National Housing Prime contract,https://assets.publishing.service.gov.uk/media/5a74d71240f0b65c0e844e65/DIO_FOI_2016_06469___Information_on_maintenance_work_carried_out_by_Carillion_Amey_under_the_National_Housing_Prime_contract_at__Annex_A_.pdf
Information on Asbestos records for specified property,https://assets.publishing.service.gov.uk/media/5a81987fed915d74e33ff106/DIO_FOI_2016_04562___Information_on_Asbestos_record_for_specified_property_enclosed_at__Annex_A_.pdf
The quantity and rank serving RAF Regular Officers commissioned from February 1990 to June 1996 in the Operations Support (Intelligence) Branch,https://assets.publishing.service.gov.uk/media/5a81617ded915d74e33fde42/RAF_FOI_2016___The_quantity_and_rank_serving_RAF_Regular_Officers_commissioned_from_February_1990_to_June_1996_in_the_Operations_Support__Intelligence__Branch.pdf
Capitation rates for ranks below Air Commodore for financial year 2015 to 2016,https://assets.publishing.service.gov.uk/media/5a74e95640f0b65f613233d9/RAF_FOI_2016____Capitation_rates_for_ranks_below_Air_Commodore_for_financial_year_2015_to_2016.pdf
Request for minutes from meetings of RAF clothing and Dress Policy Steering Group (DPSG) February 2015 and Working Group (DPWG) on 8 August 2015 and 18 May 2016,https://assets.publishing.service.gov.uk/media/5a80d779ed915d74e33fcb7c/RAF_FOI_2016___Request_Minutes_from_meetings_of_RAF_clothing_and_Dress_Policy_Steering_Group__DPSG__February_2015_and_Working_Group__DPWG__on_8_August_2015_and_18_May_2016.pdf
Attachment: Minutes from meetings of RAF clothing and Dress Policy Steering Group (DPSG) February 2015 and Working Group (DPWG) on 8 August 2015 and 18 May 2016,https://assets.publishing.service.gov.uk/media/5a803b9140f0b623026924d2/RAF_FOI_2016___Attachment-_Minutes_from_meetings_of_RAF_clothing_and_Dress_Policy_Steering_Group__DPSG__February_2015_and_Working_Group__DPWG__on_8_August_2015_and_18_May_2016.pdf
"Number of Black, Asian and Minority Ethnic (BAME) senior officers across the single services as at April 2016",https://assets.publishing.service.gov.uk/media/5a7f3280ed915d74e6228fa5/Defence_Statistics_FOI_2016_07046__-_Number_of_Black__Asian_and_Minority_Ethnic__BAME__senior_officers_across_the_single_services_as_at_April_2016.pdf
Royal Marine use of Pinzgauer vehicles and scheduled date to remain in service,https://assets.publishing.service.gov.uk/media/5a75b78740f0b67b3d5c8aab/Navy_FOI_2016_07595__-_Royal_Marine_use_of_Pinzgauer_vehicles_and_schedule_date.pdf
Request demonstration phase of the type 26 Global Combat Ship contract,https://assets.publishing.service.gov.uk/media/5a80f1f4e5274a2e87dbcb3f/DE_S_FOI_2015-11867_-_Information_on_demonstration_phase_of_the_type_26_Global_Combat_Ship_contract.pdf
Attachment: Demonstration phase contact type 26 Global Combat Ship  programme,https://assets.publishing.service.gov.uk/media/5a816ecde5274a2e8ab53f63/DE_S_FOI_2015_11867_-_Attachment-_Demonstration_phase_contact_type_26_Global_Combat_Ship__programme.pdf
Number of privately employed staff working within Defence Equipment and Support (DE&S) within project management and logistics capability from 2014 to 2015,https://assets.publishing.service.gov.uk/media/5a7f6398ed915d74e33f620c/DE_S_FOI_2016_07468__-_Number_of_privately_employed_staff_working_within_Defence_Equipment_and_Support__DE_S__within_project_management_and_logistics_capability_from_2014_to_2015.pdf
No information held on asbestos materials and contractor on bunkers from 1954 to 1966,https://assets.publishing.service.gov.uk/media/5a801db940f0b62305b8945d/DIO_FOI_2016_03263___Zero_information_on_asbetos_materials_and_contractor_on_bunkers_from_1954_to_1966.pdf
"No Information held on service family accommodation (SFA) in the Gosport, Hampshire area",https://assets.publishing.service.gov.uk/media/5a81a971e5274a2e8ab55301/DIO_FOI_2016_03500___No_Information_held_on_service_family_accommodation_in_the_Gosport__Hampshire_Area.pdf
"Information on disposal of contaminated soils from Burscough, Lancashire",https://assets.publishing.service.gov.uk/media/5a8023ffed915d74e33f8af3/DIO_FOI_2016_04096___Information_on_disposal_of_contaminated_soils_from_Burscough__Lancashire.pdf
No information held on rent at the pumping station site near Corringham from 25 December 2000 to 2014,https://assets.publishing.service.gov.uk/media/5a74fc8940f0b6360e472723/DIO_FOI_2016_04397___Information_on_reasonably_accessible_relating_to_rent_at_the_pumping_site_near_in_Corringham.pdf
Request copy of photographs taken by contractor of front door (includes annex A),https://assets.publishing.service.gov.uk/media/5a75c28be5274a4368299c0c/DIO_FOI_2016_03646___Photographs_taken_by_contractor_of_front_door_in__Annex_A_.pdf
The future of Kneller Hall site,https://assets.publishing.service.gov.uk/media/5a748a5be5274a7f9902903e/DIO_FOI_2016_04687__-__The_future_of_Kneller_Hall_site.pdf
Request copy of 'Executive summary: unarmed guarding value for money options paper' (includes annex A),https://assets.publishing.service.gov.uk/media/5a81ace340f0b62305b903bb/DIO_FOI_2016_03975__-_Executive_summary-_unarmed_guarding_value_for_money_options_paper_at__Annex_A_.pdf
Names and locations of countries in MOD bases in the Midlands,https://assets.publishing.service.gov.uk/media/5a7f8e9e40f0b62305b87de2/DIO_FOI_2016_04587__-_Names_and_locations_of_countries_in_MOD_bases_in_the_Midlands.pdf
Request copy of tradesman’s report on bath leak at Latimer House,https://assets.publishing.service.gov.uk/media/5a80d04be5274a2e8ab52507/DIO_FOI_2016_04429__-_Tradesman_s_report_on_bath_leak_at_Latimer_House.pdf
Information on obstacle course drawings,https://assets.publishing.service.gov.uk/media/5a80c946e5274a2e8ab5228b/DIO_FOI_2016_04841__-_Information_on_obstacle_course_drawings.pdf
Request of Geographic Information System (GIS) map of lands owned by the MOD,https://assets.publishing.service.gov.uk/media/5a817e1140f0b62305b8f3e4/DIO_FOI_2016_06924__-_Request_of_Geographic_Information_System__GIS__map_of_lands_owned_by_the.pdf
Attachment: Map of lands owned by the MOD UK establishments north region,https://assets.publishing.service.gov.uk/media/5a8098c340f0b623026946e6/DIO_FOI_2016_06924__-_Attachment-_Map_of_lands_owned_by_the_MOD_UK_establishments_North_Region.pdf
Attachment: Map of lands owned by the MOD UK establishments south region,https://assets.publishing.service.gov.uk/media/5a80be33ed915d74e6230309/DIO_FOI_2016_06924__-_Attachment-_Map_of_lands_owned_by_the_MOD_UK_establishments_South_region.pdf
Date and location of UAV or RPAS strikes in Syria from 2015 to 2016,https://assets.publishing.service.gov.uk/media/5a80d54540f0b62302695c18/JFC_PJHQ_FOI_2016_06710__-_Date_and_location_of_UAV_strikes_in_Syria_from_2015_to_2016.pdf
"Number of Reaper, Tornado and Typhoon missions flown, sorties with weapons and UK air strikes from 2014 to June 2016",https://assets.publishing.service.gov.uk/media/5a80251c40f0b62302691c7d/JFC_PJHQ_FOI_2016_06702__-_Number_of_Reaper__Tornado_and_Typhoon_missions_flown__sorties_with_weapons_and_UK_air_strikes_from_2014_to_June_2016.pdf
"Ministry of Defence Police (MDP) money spent on advisers and consultants for financial years 2013 to 2014, 2014 to 2015, 2015 to 2016",https://assets.publishing.service.gov.uk/media/5a7f9783ed915d74e33f760b/MDP_FOI_2016_06896__-_Ministry_Defence_Police__MDP__money_spent_on_advisers_and_consultants_from_year_2013__2014__2015_to_2016.pdf
Total police officers and civilian staff headcount in the Ministry of Defence Police (MDP) employed by the MOD,https://assets.publishing.service.gov.uk/media/5a7f1d9440f0b62305b852b2/MDP_FOI_2016_07530__-_Total_police_officers_and_civilian_staff_headcount_in_the_Ministry_of_Defence_Police__MDP__employed_by_the_MOD.pdf
Number who have passed the Ministry of Defence Police (MDP) Police Constable assessment centre and number undergone initial training 2013 to 2016,https://assets.publishing.service.gov.uk/media/5a815f8140f0b62305b8e9a2/MDP_FOI_2016_06955__-_Number_of_candidates_and_constable_initial_training_in_Ministry_of_Defence_Police__MDP__recruitment_and_assessment_centres_from_2013_to_2016.pdf
Request for RAF terms of service relating to pensions and redundancy for new starters in April 1999 (Annex A and B),https://assets.publishing.service.gov.uk/media/5a8006ede5274a2e87db769d/HOCS_FOI_2016__-_Request_of_RAF_terms_of_service_relating_to_pensions_and_redundancy_for_new_starters_in_April_1999__Annex_A_and_B_.pdf
"Attachment: Service, invaliding and attributable pensions, and terminal grants (Annex A)",https://assets.publishing.service.gov.uk/media/5a74fbd440f0b6360e4726d1/HOCS_FOI_2016_-_Attachment-_Service__invaliding_and_attributable_pensions__and_terminal_grants__Annex_A_.pdf
 Attachment: Part 1 terms of service of officers (Annex B),https://assets.publishing.service.gov.uk/media/5a802e5a40f0b62302691fe5/HOCS_FOI_2016_-_Attachment-__Part_1_terms_of_service_of_officers__Annex_B_.pdf
"Armed forces widow pensions awarded, and number relinquished, between March 1973 and April 2005",https://assets.publishing.service.gov.uk/media/5a74b116ed915d7ab83b5c4c/DBS_FOI_2016_03355__-_Armed_Forces_Widow_pensions_awarded_between_March_1973_and_April_2005.pdf
SIDDS perimeter security works and extension to provide a Nuclear Support Hub at Faslane contract to be awarded Autumn 2016,https://assets.publishing.service.gov.uk/media/5a74af65ed915d7ab83b5b6f/DIO_FOI_2016_06317_-_SIDDS_perimeter_security_works_and_extension_to_provide_a_Nuclear_Support_Hub_at_Faslane_contract_to_be_awarded_Autumn_2016.pdf
Information not held on meetings between MOD staff and Dmytro Firtash,https://assets.publishing.service.gov.uk/media/5a803a11ed915d74e622d379/DIO_FOI_2016_06319__-_Information_not_held_on_meetings_between_MOD_staff_and_Dmytro_Firtash.pdf
Information regarding the explosion at RAF Fould and how it affected the local area afterwards,https://assets.publishing.service.gov.uk/media/5a8058f2ed915d74e33f9e77/DIO_FOI_2016_06322__-__Information_regarding_explosion_at_RAF_Fould_documentation_of_age.pdf
Total cost of MOD Guard Service airwave radio system of financial year 2015 to 2016,https://assets.publishing.service.gov.uk/media/5a818c5040f0b62302697e73/DIO_FOI_2016_06200___Total_cost_of_MOD_Guard_Service_airwave_radio_system_for_the_financial_year_2015_to_2016.pdf
Information on the buyer of the property Dmytro Firtash and the purchase funds,https://assets.publishing.service.gov.uk/media/5a819400ed915d74e33fef88/DIO_FOI_2016_06083___Information_on_the_buyer_of_the_property_Dmytro_Firtash_and_funds_to_buy_and_purchase.pdf
Request for a list of disused MOD land; DIO only holds land that is required for military purposes,https://assets.publishing.service.gov.uk/media/5a80d853ed915d74e6230c69/DIO_FOI_2016_05200__-__Information_on_disused_MOD_land_disposed.pdf
Information on the future of Cliff End Cottage,https://assets.publishing.service.gov.uk/media/5a7f1eefed915d74e33f475e/DIO_FOI_2016_04887__-__Information_on_the_future_of_Cliff_End_Cottage.pdf
Notifications of conflicts of interest by Capita Business Services to the Ministry of Defence,https://assets.publishing.service.gov.uk/media/5a74a70de5274a5294069162/DIO_FOI_2016_6675__-_Information_on_conflict_of_interest_by_Capita_Business_Services_to_the_contract.pdf
Information on dates of Royal Artillery Hunt licence operates,https://assets.publishing.service.gov.uk/media/5a817da8ed915d74e62328dc/DIO_FOI_2016_04966__-_Information_on_dates_of_Royal_Artillery_Hunt_licence_operates.pdf
Number of occupied MOD service family accommodation with expired an Landlord’s Gas Safety Inspection Certificate (LGSI),https://assets.publishing.service.gov.uk/media/5a80344ee5274a2e8ab4ecab/DIO_FOI_2016_05772__-_Number_of_MOD_service_family_accommodation_occupied_with_expired_Landlord_s_Gas_Safety_Inspection_Certificate__LGSI_.pdf
Copy of correspondence between DIO and Natural England regarding Bourley and Long Valley SSSI,https://assets.publishing.service.gov.uk/media/5a7f4601ed915d74e33f5695/20160421-FOI04248.pdf
Number and cost of MOD owned empty homes in Sleaford and Greylees Lancashire,https://assets.publishing.service.gov.uk/media/5a80d91ced915d74e33fcc13/20160504-FOI03892.pdf
"Royal Navy (RN)  individuals competent to conduct fitness and swimming tests/assessments including relevant protocols, policies and instructions",https://assets.publishing.service.gov.uk/media/5a805c67e5274a2e87db95ff/Navy_FOI_2016_06706___Request_of_Royal_Navy__RN__Fitness_test_copies_of_individual_competent_single_service_physical_training_and_education_including_instructions_and_notices.pdf
Attachment: 2007DIN07-076 - Individuals competent conduct single service physical fitness and swimming tests ,https://assets.publishing.service.gov.uk/media/5a74e486e5274a3cb2868068/Navy_FOI_2016_06706____Attachment-_2007DIN07-076_-_individual_competent_conduct_single_service_physical_fitness_and_swimming_test_with_instructions_and_notices.pdf
Attachment: 2013DIN07-102 - Individuals competent  to conduct single service physical fitness and swimming tests,https://assets.publishing.service.gov.uk/media/5a80e82ae5274a2e8ab52d6a/Navy_FOI_2016_06706___Attachment-_2013DIN07-102_-_individual_competent__to_conduct_single_service_physical_fitness_and_swimming_test_with_instructions_and_notice.pdf
"Attachment: Royal Navy fitness test (RNFT) BR 51, Chapter 2: policy and protocols 2015",https://assets.publishing.service.gov.uk/media/5a8168c8ed915d74e62321bc/Navy_FOI_2016_06706____Attachment-_Royal_Navy_fitness_test__RNFT__BR_51_chapter_2_Policy_and_Protocols_2013.pdf
"Numbers of personnel in the RAF police trade, length of service and percentage promoted, including those who are dog handlers",https://assets.publishing.service.gov.uk/media/5a80d1b040f0b62305b8d530/RAF_FOI_2016___Information_on_RAF_police_trade_and_personnel_dog_handlers_in_financial_year_2015_to_2016.pdf
Attachment: Career projection for a new entrant into the RAF Police trade and a Corporal with 12 years length of service (Annex A),https://assets.publishing.service.gov.uk/media/5a8028fe40f0b62302691df8/RAF_FOI_2016___Attachment-_Number_of_personnel_trained_in_RAF_police_trade_and_corporal_in_year_2015_to_2016__Annex_A_.pdf
Information on number of women serving in Naval Service occupational branches in April 1999,https://assets.publishing.service.gov.uk/media/5a818461e5274a2e87dbe0dc/Navy_FOI_2016_06744___Information_on_number_of_women_serving_in_Naval_Service_branch_in_April_1999.pdf
Information on licences granted by the Ministry of Defence to hunts in the UK 31 July 2016 to April 2017,https://assets.publishing.service.gov.uk/media/5a80d23bed915d74e6230a33/DIO_FOI_2016_07399__-__MOD_hunt_licence_dates_applied_made.pdf
Dates when houses were returned to Annington Homes Ltd (a private company) and number of houses MOD is retaining,https://assets.publishing.service.gov.uk/media/5a7f81f7e5274a2e87db644d/DIO_FOI_2016_06787__-__Request_on_dates_homes_returning_to_Annington_Homes_Ltd__AHL_.pdf
Attachment: map of land MOD retaining (re: homes returning to Annington Homes Ltd),https://assets.publishing.service.gov.uk/media/5a750ed0e5274a59fa717118/DIO_FOI_2016_06787__-_Attachment-_Plan_location_of_MOD_retained_land_area.pdf
No current plans to close a Community Centre,https://assets.publishing.service.gov.uk/media/5a8059b940f0b62302692fba/DIO_FOI_2016_03311__-_No_current_plans_to_close_the_Community_Centre.pdf
Information about a fox killing and copy of the mammal kill form report (Annex C) in the 2015 to 2016 season,https://assets.publishing.service.gov.uk/media/5a7f8e9de5274a2e8ab4ce53/DIO_FOI_2016_03564__-_Information_of_Fox_killing_in__Annex_A__and_form_licence_to_kill__Annex_C__report.pdf
List of public land sites disposed of for residential or mixed use since April 2011 ,https://assets.publishing.service.gov.uk/media/5a7f2d72ed915d74e6228dbb/DIO_FOI_2016_03470__-_Public_land_sites_disposed_list_of_dates__cost_and_old_war_office_sales__Annex_A_.pdf
"Land or remote camera use by DIO, MOD or contractors on Aldershot military lands (including Tunnel Hill) in 2016 (none used)",https://assets.publishing.service.gov.uk/media/5a802bceed915d74e622ce3d/DIO_FOI_2016_03367__-_No_video_equipment_used_to_survey_land_use.pdf
"List of sub-contractors, supplier and projects for development of 90 houses, a training college, stores and energy centre",https://assets.publishing.service.gov.uk/media/5a801bd3e5274a2e8ab4e3c4/DIO_FOI_2016_03591__-_List_of_sub-contractors__supplier_and_projects_for_development_of_90_houses_project_in__Annex_A_.pdf
"Information relating to UXO (unexploded ordnance), abandoned bombs and EOD (explosive ordnance disposal) tasks (No records)",https://assets.publishing.service.gov.uk/media/5a7f9bc5e5274a2e8ab4d35a/DIO_FOI_2016_02776__-_No_records_relating_to_Unexploded_Ordnance__UXO__abandoned_bombs_and_Explosive_Ordnance_Disposal__EOD__task_site_held.pdf
"MOD email address for general enquires, contact details for the Chilcomb range and firing times",https://assets.publishing.service.gov.uk/media/5a805370e5274a2e87db92be/DIO_FOI_2016_02904__-_MOD_email_address_for_general_enquires_and_training_Estate_South_East_and_contact_number_for_activity_range.pdf
Data returns from MOD establishments/facilities relating to the 2014/15 tumble dryer safety alert ,https://assets.publishing.service.gov.uk/media/5a801ca040f0b62305b893e8/DIO_FOI_2016_03450__-_Data_information_on_the_number_of_safety_alert_received_of_establishments_and_facilities_under_Safety_Alert_2015_and_2014.pdf
Stanford Hall not due for hand over to MOD until April 2018,https://assets.publishing.service.gov.uk/media/5a74b4eaed915d502d6ca529/DIO_FOI_2016_03535__-_Stanford_Hall_not_due_for_hand_over_to_MOD_until_April_2018.pdf
Service family accommodation revenue 2015 to 2020,https://assets.publishing.service.gov.uk/media/5a80ac3aed915d74e622fca0/DIO_FOI_2016_02695__-_Service_family_accommodation_and_charges_for_actual_and_anticipated_revenue_figures_from_2015_to_2020.pdf
Release of land at the Chalgrove airfield to the Homes and Communities Agency (HCA) for the development of new homes,https://assets.publishing.service.gov.uk/media/5a814c6c40f0b623026968ba/DIO_FOI_2016_007394___Information_of_land_transfer_to_Homes_and_Communities_Agency.pdf
Number of Royal Air Force (RAF) and Royal Navy (RN) personnel successfully graduated United Kingdom Millitary Flying training system (UKMFS) from 2013 to 2016,https://assets.publishing.service.gov.uk/media/5a80eab040f0b62305b8de00/RAF_FOI_2016___Number_of_Royal_Air_Force__RAF__and_Royal_Navy__RN__personnel_successfully_graduated_United_Kingdom_Millitary_Flying_training_system__UKMFS__from_2013_to_2016.pdf
